,abstract,headline,pub_date
4918,"new coronavirus cases have been rising across the united states, though cases, hospitalizations and deaths remain a fraction of their peaks.","the delta variant makes up an estimated 83 percent of u.s. cases, the c.d.c. director says.",2021-07-20 20:10:24+00:00
4919,"many who received the shot may need to consider boosters, the authors said. but federal health officials do not recommend second doses.","j.&j. vaccine may be less effective against delta, study suggests",2021-07-20 20:23:27+00:00
4920,"hector velazquez and sammy solis tested positive on sunday in mexico city and were asymptomatic and isolating in their hotel rooms, the mexican baseball federation said.",the mexican baseball team is forced to quarantine after two players test positive before going to japan.,2021-07-20 21:12:52+00:00
4921,the new city policy takes aim at improving vaccination rates at public hospitals. around 60 percent of workers in the city’s public hospital system are vaccinated.,new york to require vaccination or weekly testing for city health workers,2021-07-20 21:33:48+00:00
4922,survivors of covid-19 are pushing for change.,coronavirus briefing: what happened today,2021-07-20 21:51:24+00:00
4923,"as we did with pepfar, we need to step up to support children whose parents and grandparents have died.",covid has created a scale of family loss not seen since aids,2021-07-20 22:34:08+00:00
4924,"as the coronavirus’s delta variant rips through conservative communities, most republicans remain reluctant to confront vaccine misinformation and skepticism in their midst.","as virus resurges, g.o.p. lawmakers allow vaccine skepticism to flourish",2021-07-20 23:28:11+00:00
4925,the president blamed social media for vaccine misinformation. it’s not that simple.,the anti-vaccine movement is much bigger than facebook,2021-07-21 00:15:25+00:00
4926,"with covid-19 restrictions lifted, many inmates who had to postpone their weddings last year are hoping to finally tie the knot. however, the increased demand could mean a longer wait.",the pandemic rush on prison weddings,2021-07-21 09:00:12+00:00
4927,some athletes in tokyo are indulging in a trendy technique to enhance the effects of training and stimulate recovery. credit a japanese former power lifter.,a hot fitness trend among olympians: blood flow restriction,2021-07-21 09:00:19+00:00
4928,"after documenting a last-resort treatment at one hospital, a photographer who spent hours in patients’ rooms describes capturing the humanity of the struggle.","up close, the suffering and hope in a desperate covid fight",2021-07-21 09:00:25+00:00
4929,"the disruption to child care could have long-term career costs, and the ones likeliest to pay are mothers.","shorter hours, no promotions: how the pandemic stalled some parents’ careers",2021-07-21 09:00:27+00:00
4930,the f.d.a. is encouraging people to get a covid-19 shot — but hasn’t formally approved those vaccines.,why aren’t the vaccines approved?,2021-07-21 10:39:58+00:00
4931,"the death of u nyan win, a lawyer for aung san suu kyi who was locked up for months after a february coup, pointed to the growing toll of myanmar’s outbreak.","a top political prisoner dies of covid in myanmar, with others in critical condition.",2021-07-21 10:40:31+00:00
4932,"the deal, which only involves the final stages of manufacturing, falls short of the technology transfer that public health activists have called for.",pfizer will turn to a plant in africa to help supply the continent with vaccines next year.,2021-07-21 11:16:04+00:00
4933,more officials are encouraging people to return to their daily rhythms and transition to a new normal. but scientists warn that it may be too soon to design exit strategies for the pandemic.,how nations are learning to ‘let it go’ and live with covid,2021-07-21 14:08:45+00:00
4934,singapore — england has removed nearly all coronavirus restrictions. germany is allowing vaccinated people to travel without quarantines. mask mandates are gone in italy. shopping malls remain open in singapore.,here’s how many nations are learning to live with covid.,2021-07-21 14:55:40+00:00
4935,smoke from blazes in the western united states and canada stretched across north america this week.,wildfire smoke spreads haze and health warnings to east coast.,2021-07-21 15:38:43+00:00
4936,"former representative max rose, democrat of new york, finished a six-month stint on monday as a senior adviser on covid-19 to the secretary of defense, lloyd j. austin iii.","a covid adviser to the pentagon, max rose, departs and reflects on his role.",2021-07-21 16:38:39+00:00
4937,"with some health care workers still refusing to be immunized, medical centers around the country are requiring shots as cases climb once again.",more hospitals are requiring workers to get covid vaccines,2021-07-21 17:23:18+00:00
4938,"u.s. politicians from both parties have pressed for reopening, along with residents of canada and mexico.",the u.s. reaffirms its land border restrictions as canada relaxes its own. mexico has none.,2021-07-21 17:23:44+00:00
4939,mayor bill de blasio of new york said employees of city-run hospitals and health clinics would be required to get vaccinated against the coronavirus or be tested on a weekly basis. about 60 percent of the work force has been vaccinated.,vaccinations or weekly testing to be required for n.y.c. health workers,2021-07-21 17:38:50+00:00
4940,accepting the virus.,coronavirus briefing: what happened today,2021-07-21 20:42:47+00:00
4941,"only 15 percent of people across central america and the caribbean have been fully vaccinated; in honduras and haiti, the figure is less than 1 percent.",world health officials call for urgent vaccine donations to stem covid in central america and the caribbean.,2021-07-21 22:00:07+00:00
4942,the decision came in response to an american civil liberties union challenge to a first-in-the-nation law enacted by republican state legislators in april.,judge temporarily blocks arkansas ban on health treatments for transgender youth,2021-07-21 22:53:05+00:00
4943,"the former aide said that mr. johnson expressed hesitancy about ordering a second shutdown last fall, saying that “the people who are dying are essentially all over 80.”",a former boris johnson adviser makes new accusations about the u.k. prime minister’s covid response.,2021-07-22 00:09:08+00:00
4944,the number of children in need is only expected to grow as covid-19 cases rise in areas short of vaccines and as variants spread.,"more than 1.5 million children have lost a caregiver to the pandemic, a study says.",2021-07-22 00:21:41+00:00
4945,the president also said he expected children under the age of 12 would be approved to get the vaccine on an emergency basis “soon.”,biden predicts the f.d.a. will give final approval to a covid vaccine by the fall.,2021-07-22 01:13:37+00:00
4946,"see the latest charts and maps of coronavirus cases, deaths, hospitalizations and vaccinations in japan.",japan coronavirus map and case count,2021-07-22 01:38:50+00:00
4947,"a majority of americans believes in guidance from the c.d.c., the f.d.a. and dr. fauci, despite misinformation and frequent criticisms.","trust in health agencies and fauci remains strong, a poll finds, but personal doctors score higher.",2021-07-22 02:02:04+00:00
4948,"the president also defended his opposition to eliminating the senate filibuster, even though it is being used to block voting rights legislation he has championed.",biden predicts f.d.a. will give final vaccine approval by the fall,2021-07-22 02:33:38+00:00
4949,"the french theater festival’s fringe offering is giving some respite from the pandemic, even as new rules to stop coronavirus transmission are making it harder to get to the shows.","avignon festival forges ahead, despite virus restrictions",2021-07-22 08:50:21+00:00
4950,test your knowledge of this week’s health news.,"weekly health quiz: fat, weights and foods",2021-07-22 09:00:01+00:00
4951,"the delta variant has driven up  coronavirus case counts, and some experts worry that the vaccination effort is moving too slowly.",variants and vaccinations: the state of the virus in n.y.c.,2021-07-22 09:36:43+00:00
4952,"singapore is one of several countries in asia, europe and the americas that have been encouraging people to mostly return to their daily rhythms and transition to a kind of new pandemic normal. now it faces hard choices about how to handle the rising caseloads that reopenings tend to bring.",singapore wanted to ‘live normally’ with covid. an outbreak has brought back restrictions.,2021-07-22 10:01:44+00:00
4953,a reader seeks advice on navigating a parent whose stance on vaccination is at odds with his future.,my mom doesn’t want me to get the covid-19 vaccine. but i already did.,2021-07-22 13:00:04+00:00
4954,thursday: a conversation with barbara ferrer about how los angeles county is grappling with the delta variant.,l.a. county’s public health chief discusses the mask mandate,2021-07-22 13:07:03+00:00
4955,"top prospects at peach jam, one of the most important summer basketball tournaments, hoped to impress college scouts but have been sidelined by coronavirus cases.",hoops recruits hoping for scholarships pick up coronavirus instead,2021-07-22 14:44:04+00:00
4956,the increased spread of the virus has prompted the g.o.p. to change its tone and confront the reluctance among its constituents to take the covid-19 vaccine.,house republicans soft-pedal push for covid vaccinations amid rising infections.,2021-07-22 16:33:11+00:00
4957,"each year, the government asks thousands of people to track how they spend their days. normally, the changes are minuscule. not this time.","more phone calls, less shopping: how the pandemic changed american lives, down to the minute.",2021-07-22 17:26:33+00:00
4958,"prime minister scott morrison of australia took responsibility for the country’s vaccine program, and apologized for the population’s low vaccination rate. one month ago, only 5 percent of those over age 16 were fully vaccinated.",australian prime minister apologizes for delayed vaccine rollout,2021-07-22 17:52:11+00:00
4959,"zeng yixin, the vice minister of the chinese national health commission, dismissed the theory that the coronavirus was man-made in a lab after the world health organization proposed to further investigate the labs in wuhan.",chinese health officials shocked by w.h.o. covid-19 origin study,2021-07-22 18:28:40+00:00
4960,france and italy are seeking to bolster vaccination rates by making it harder for the unvaccinated to visit public venues including restaurants and sporting events.,"as european nations look to national health passes, can the u.s. learn any lessons?",2021-07-22 18:38:36+00:00
4961,"“it is clear that dr. fauci will not allow himself to be used as a punching bag,” a reader writes. also: climate change; unvaccinated hospital workers; reconnecting in a national park.",fauci vs. rand paul on vaccines: no ‘bromance’ here,2021-07-22 19:28:26+00:00
4962,"the outbreak at camp pontiac in columbia county, n.y., occurred among children too young to be vaccinated. no children were seriously ill.",31 children test positive for coronavirus at summer camp,2021-07-22 21:33:13+00:00
4963,"despite raging crises, the gears of government seem as stuck as ever, partly because americans interpret the events “from the framework they started with,” as one political scientist put it.",the west is burning. covid is surging. u.s. politics are stagnant.,2021-07-22 21:53:12+00:00
4964,washington grapples with delta.,coronavirus briefing: what happened today,2021-07-22 22:56:35+00:00
4965,"searching for serenity during another stubborn lockdown, i’m learning to let my mind wander, far away from the news.",the delta variant taught me to waste time. and i’m grateful.,2021-07-23 03:50:24+00:00
4966,"when the coronavirus hit her home country, joan poh, singapore’s only female rower competing in tokyo, had to juggle a return to her hospital work with getting ready for the games.",how a frontline nurse trained for the olympics in a time of pandemic,2021-07-23 07:30:15+00:00
4967,"the “travel bubble” is paused for at least eight weeks amid rising covid cases in australia, where an outbreak in new south wales has been declared a national emergency.",the bubble bursts: new zealand suspends quarantine-free travel from australia.,2021-07-23 08:57:28+00:00
4968,i’m done with masks and lockdowns.,forget mask mandates. vaccines are the only answer for fighting covid-19.,2021-07-23 09:00:10+00:00
4969,"as the world reeled, silicon valley supplied the tools that made life and work possible. now tech companies are awash in money — and questions about what it means to win amid so much loss.",how tech won the pandemic and now may never lose,2021-07-23 09:00:30+00:00
4970,the government has turned to the leaders of the powerful orthodox church to appeal to the faithful and rein in clerics who have been vocal about mistrusting vaccines.,‘a gift from god’: greece enlists the church in its vaccine drive.,2021-07-23 09:42:12+00:00
4971,"covid-19 hospitalizations are trending upward in 45 states. while levels remain well below previous peaks, health care centers in parts of the midwest, west and south are strained.",where covid-19 hospitalizations are rising in the u.s.,2021-07-23 14:38:17+00:00
4972,a rapid rise in covid-19 hospitalizations in parts of the country with lagging vaccination rates is causing alarm.,some florida hospitals have more covid patients than ever before,2021-07-23 15:25:55+00:00
4973,mayor bill de blasio of new york said the city might broaden the number of city workers required to get vaccinated or tested weekly.,"n.y.c.’s mayor calls for companies to require shots, as national debate over vaccine mandates picks up.",2021-07-23 16:47:40+00:00
4974,it is the second covid vaccine to be approved for use for younger age groups in the 27-nation bloc.,the european union’s drug regulator authorizes the moderna vaccine for children 12 and older.,2021-07-23 17:03:11+00:00
4975,"france is taking the lead in making life unpleasant for the unvaccinated, even requiring some people to get shots. protesters see a soft dictatorship dawning.",persuasion vs. coercion: vaccine debate in europe heats up,2021-07-23 17:19:21+00:00
4976,readers urge donald trump to persuade the vaccine holdouts. also: prosecuting rapists; the appeal of texas; republicans and jan. 6; china crackdown; higher education.,enlist trump against vaccine hesitancy,2021-07-23 17:34:48+00:00
4977,"staff members are flocking to get tested and the capitol’s doctor is begging laggards to get vaccinated, but as the variant takes hold in the capitol’s “petri dish,” rancor is only growing.","in the capitol, the delta variant spreads worry and partisanship",2021-07-23 17:43:33+00:00
4978,harm reduction is a gift from some of society’s most demonized people.,how drug users developed a key approach to fighting covid,2021-07-23 19:00:06+00:00
4979,"prime minister jacinda ardern of new zealand announced a pause on quarantine-free travel from australia for at least eight weeks, as australia battles a surge of coronavirus cases caused by the delta variant.",new zealand pauses quarantine-free travel with australia,2021-07-23 19:29:59+00:00
4980,the new numbers still show overwhelmingly strong protection against severe disease but diminished effectiveness against infection.,israeli data suggests possible waning in effectiveness of pfizer vaccine,2021-07-23 20:30:18+00:00
4981,pandemic olympics,coronavirus briefing: what happened today,2021-07-23 20:52:02+00:00
4982,here’s what you need to know at the end of the day.,"vaccine mandates, tokyo olympics, cleveland guardians: your friday evening briefing",2021-07-23 21:33:13+00:00
4983,"he explored how viruses multiply. an accomplished administrator, he also turned the howard hughes medical institute into a global biomedical powerhouse.","purnell choppin, 91, dies; researcher laid groundwork for pandemic fight",2021-07-23 22:16:30+00:00
4984,"“merry wives,” an adaptation of shakespeare’s comedy, had already pushed back its opening night by nearly two weeks after an injury to its leading man.",positive coronavirus test halts shakespeare in the park for third night,2021-07-23 23:57:08+00:00
4985,"two weeks ago, a campaign to encourage public school students to get vaccinated was halted when republican elected officials complained that parents should make the decisions.","after a republican outcry, tennessee redirects vaccine outreach to teenagers, shifting it to their parents.",2021-07-24 01:07:13+00:00
4986,the match was not played because marketa slukova of the czech republic tested positive for the coronavirus. she is one of several members of the country’s olympic team who are infected.,an olympic beach volleyball match is decided by a covid infection.,2021-07-24 02:53:41+00:00
4987,"as an outbreak seizes cambodia, patients who test positive for the virus say they are being forced into quarantine centers that are more like makeshift prisons than hospitals.",they were once luxury venues. now they are grim covid camps.,2021-07-24 09:00:18+00:00
4988,"phnom penh, cambodia — the patients sit in packed ambulances before passing through metal gates. once inside, they get a number, a thin blanket and a bedsheet to use as a mosquito net. lights shine at all hours for surveillance. each person is given four bottles of water a day and three small meals.",cambodia forces people into bleak quarantine camps as an outbreak rages.,2021-07-24 13:19:04+00:00
4989,"researchers and regulators say joseph mercola, an osteopathic physician, creates and profits from misleading claims about covid-19 vaccines.",the most influential spreader of coronavirus misinformation online,2021-07-24 13:53:01+00:00
4990,lax vaccination and haphazard rules on masking sabotage the fight against the delta variant in the u.s.,american dysfunction is the biggest barrier to fighting covid,2021-07-24 15:00:09+00:00
4991,"defying a statewide stay-at-home order and a worsening local outbreak driven by the delta variant, 3,500 mostly maskless protesters clashed with police officers on saturday in downtown sydney, australia’s largest city.","a largely maskless, sometimes violent protest against sydney’s lockdown raises fears of superspreading.",2021-07-24 15:15:47+00:00
4992,"phil valentine is currently one of hundreds of covid patients in tennessee, which has seen a 77 percent increase in hospitalizations over the past two weeks.","hospitalized with covid, a conservative tennessee radio host shifts his message to urge vaccinations.",2021-07-24 16:25:49+00:00
4993,"defying a statewide stay-at-home order, 3,500 mostly maskless protesters marched downtown in australia’s largest city, a sometimes violent rally that raised fears an outbreak driven by the delta variant might worsen.",anti-lockdown protesters clash with police in sydney,2021-07-24 17:17:07+00:00
4994,"protesters’ targets include mandatory health passes in france and italy, and lockdowns in sydney, melbourne and adelaide.","large covid-related protests hit france, italy and australia.",2021-07-24 18:45:59+00:00
4995,"if funded, a government program costing several billion dollars could develop “prototype” vaccines to protect against 20 families of viruses.",fauci wants to make vaccines for the next pandemic before it hits,2021-07-25 09:00:12+00:00
4996,"after months of remote learning, zion graham is in summer school. but can a six-week program make up for his lost year?",the pandemic ruined third grade. can summer school make up for it?,2021-07-25 09:00:14+00:00
4997,here’s what you need to know about the week’s top stories.,"vaccines, tokyo olympics, summer camp: your weekend briefing",2021-07-25 10:30:14+00:00
4998,"as the delta variant of the coronavirus spreads, a debate is raging among government officials and business leaders not only about requiring vaccinations, but about reimposing indoor mask rules.","require vaccines? in parts of the u.s., even mask mandates are a bridge too far.",2021-07-25 13:27:48+00:00
4999,the u.s. teams were ranked second in the world in 2019 and eager for a medal in tokyo. then the pandemic stopped them in their tracks.,america’s rugby sevens teams try to restart their prepandemic roll,2021-07-25 14:58:13+00:00
5000,"there are almost as many reasons for vaccine hesitancy and refusal as there are unvaccinated americans. but this problem, not the variant, lies at the root of rising infection rates.",the delta variant is the symptom of a bigger threat: vaccine refusal,2021-07-25 16:01:52+00:00
5001,"jen psaki, the white house press secretary, said on friday that mandating covid-19 vaccinations was an appropriate decision for private sector companies, institutions and local communities.","vaccine mandate is not the federal government’s role, psaki says",2021-07-25 16:27:45+00:00
5002,"with only about half of americans vaccinated, dr. anthony fauci and other current and former health officials vigorously pressed the case on sunday that inoculations were the best way to stem a tide of new covid cases.",‘it’s not going to be good.’ fauci sounds alarm over low vaccination rates fueling covid surge.,2021-07-25 17:41:38+00:00
5003,"facing deep mistrust stoked by rampant conspiracy theories, local health officials are fighting for influence when the only sure strategy for beating back the virus is getting more people vaccinated.","in louisiana, vaccine misinformation has public health workers feeling ‘stuck’",2021-07-25 22:28:49+00:00
5004,"the tennessee radio host, phil valentine, said he was among those who did not need to get vaccinated. now his struggle with the virus is sparking its own discussion.","after covid diagnosis, a conservative radio host sends a new message",2021-07-25 23:57:55+00:00
5005,"chula vista, calif. — the american men’s and women’s rugby sevens teams know something about momentum in sports. it’s a funny thing, because it can crystallize seemingly out of nowhere and vanish just as easily.","after the pandemic halted their momentum, america’s rugby sevens teams are eager for a medal.",2021-07-26 00:17:01+00:00
5006,"many students who could qualify for help, who are disproportionately black and hispanic, seem to be responding to the economic uncertainties by taking newly abundant jobs.","requests for u.s. college aid are down, with experts blaming the pandemic.",2021-07-26 08:53:00+00:00
5007,"“until proven safe,” by geoff manaugh and nicola twilley, is about the lifesaving measure that has also been abused for political purposes over the centuries.",the extraordinary history (and likely busy future) of quarantine,2021-07-26 09:00:01+00:00
5008,president biden should enlist him as a special envoy.,the world needs a heavy hitter on the pandemic. bush has done it before.,2021-07-26 09:00:06+00:00
5009,the vote came after days of heated parliamentary debates and protests against the measure in dozens of french cities.,france approves a contentious law making health passes mandatory.,2021-07-26 10:32:57+00:00
5010,we offer advice about how to think about the cases.,"breakthrough covid, in perspective",2021-07-26 10:45:04+00:00
5011,new outbreaks have companies weighing their options.,corporate america rethinks vaccine mandates,2021-07-26 11:46:28+00:00
5012,monday: lawmakers were working to address maternal health disparities by expanding access to doula care. then the pandemic struck.,doulas hope to regain momentum as covid restrictions ease,2021-07-26 12:44:12+00:00
5013,many government programs crucial to keeping americans afloat through the pandemic are going away soon. but there are still ways to get help.,5 questions about pandemic relief,2021-07-26 13:27:14+00:00
5014,berlin — the authorities in germany are considering reinstating some restrictions for adults who are not vaccinated against covid-19 if daily infections substantially increase in the coming months.,germany considers restrictions for unvaccinated adults.,2021-07-26 13:34:27+00:00
5015,"vaccination “is the logical fulfillment of the ethical commitment of all health care workers,” nearly 60 organizations said in a joint statement.",medical groups call for mandatory vaccination of u.s. health care workers.,2021-07-26 16:13:45+00:00
5016,"mr. higgins, an outspoken coronavirus skeptic who has drafted a bill to make vaccine mandates a federal crime, made the announcement on facebook over the weekend.","rep. clay higgins, a staunch opponent of mask mandates, announces he and his family have covid-19.",2021-07-26 16:56:36+00:00
5017,employees who provide direct patient care have eight weeks to get inoculated against the coronavirus or face penalties including possible removal.,"v.a. issues vaccine mandate for health care workers, a first for a federal agency",2021-07-26 18:00:09+00:00
5018,"my son and i took on what seemed like a simple project: fold one origami crane every day during the pandemic. together, we discovered over the year how making art helps people bear the unbearable.","marking a pandemic, one crane at a time",2021-07-26 18:00:22+00:00
5019,the move comes as officials across the country grapple with whether to mandate vaccinations to fight off coronavirus outbreaks.,"california will require many health care workers, and all state employees, to get shots or tested regularly.",2021-07-26 18:04:02+00:00
5020,"readers urge the agency to act, and worry about lifting restrictions too soon if vaccine effectiveness begins to wane. also: better metaphors at the olympics; looking at art.",looking ahead: booster shots and full f.d.a. approval of vaccines?,2021-07-26 19:35:02+00:00
5021,workers in factories that produce goods for the u.s. are getting american vaccines. officials in both countries hope the program will help reopen the border and restore their economies.,"mexican workers on border get vaccines to aid them, and the u.s. economy",2021-07-26 20:31:56+00:00
5022,"jen psaki, the white house press secretary, said the administration would maintain existing restrictions on entry to the united states for europeans and others, citing concerns over the spread of the delta variant.",white house to continue travel bans due to delta variant,2021-07-26 20:44:13+00:00
5023,"“the more transmissible delta variant is spreading both here and around the world,” the white house press secretary said, and cases are rising.","the white house will continue to impose travel bans, citing delta variant concerns.",2021-07-26 21:19:04+00:00
5024,here’s what you need to know at the end of the day.,"vaccines, olympics, tunisia: your monday evening briefing",2021-07-26 22:08:26+00:00
5025,mandating vaccines,coronavirus briefing: what happened today,2021-07-26 22:15:23+00:00
5026,the f.d.a. wants pfizer and moderna to increase the number of 5- to 11-year-olds who participate in trials of their coronavirus vaccines to ensure there is enough data about rare side effects.,vaccine makers are asked to expand safety studies on children,2021-07-26 22:43:57+00:00
5027,"california and new york city announced the mandates for their employees, while the department of veterans affairs said frontline health care workers must get vaccinated or face possible termination.",new york city and california to require vaccines or tests for workers,2021-07-26 23:47:52+00:00
5028,"two australian states will come out of lockdown on wednesday night, as the authorities believe they have suppressed clusters of the infectious delta variant. but in sydney, the country’s biggest city, an outbreak that has swelled to 2,000 cases shows no signs of abating.","lockdowns ease in parts of australia, but sydney’s outbreak swells.",2021-07-27 08:51:57+00:00
5029,minute-by-minute data offers a glimpse of how we suddenly adapted to a different way of living in 2020 — and how those changes varied greatly across groups.,the pandemic changed how we spent our time,2021-07-27 09:00:01+00:00
5030,"for the first time, a federal agency — the department of veterans affairs — is requiring workers to receive covid inoculations. is this a sign of what is to come?",the vaccine mandate conundrum,2021-07-27 10:00:08+00:00
5031,"some major new york employers have already moved toward mandating vaccination for workers, but many others haven’t taken that step.",here’s how new york businesses are responding to the mayor’s plea for vaccine mandates.,2021-07-27 12:49:11+00:00
5032,"flush with cash and driven by renewed interest in biotechnology, the life sciences industry is swooping in to snap up vacant office space.",‘a wild 15 months’: pandemic spurs conversion of offices to labs,2021-07-27 13:00:09+00:00
5033,"“the pandemic hit everyone, but it hit kids who were already vulnerable hardest,” said the lead author of the report prepared by mckinsey & co., a consulting firm, using assessment data.","u.s. students ended the pandemic school year 4 to 5 months behind, a new report finds.",2021-07-27 14:39:10+00:00
5034,"six members of the dutch delegation who tested positive were being forced to stay inside “little boxes,” officials said.","dutch officials, unhappy with quarantine conditions, say those who test positive are not allowed outside.",2021-07-27 18:30:11+00:00
5035,"readers discuss actions taken by a mayor, a governor and the n.f.l. also: president biden's spending; a cure for insomnia; donald trump's loyalists.","vaccine mandates, and anger at the unvaccinated",2021-07-27 18:54:24+00:00
5036,a federal eviction moratorium is set to expire this month. housing advocates estimate that roughly 11 million adult renters are vulnerable to being evicted.,the chairman of a house coronavirus subcommittee vows to investigate eviction practices by corporate landlords.,2021-07-27 19:07:33+00:00
5037,"the disproportionate impact of covid-19 on black people, coupled with racial trauma from last summer, will make it harder for black students to return to classrooms, teachers college research showed.","pandemic and racial injustice cause outsize harm to black students, study finds",2021-07-27 19:30:11+00:00
5038,"lloyd j. austin iii, the u.s. defense secretary, announced that the biden administration has pledged to deliver 500 million doses of coronavirus vaccine around the world over the next year, including to the indo-pacific.",u.s. to send millions of vaccine doses to indo-pacific region,2021-07-27 19:43:28+00:00
5039,we’d love to hear from you if you found a new home.,did you move during the pandemic?,2021-07-27 20:52:54+00:00
5040,"we’re wearing masks, again.",coronavirus briefing: what happened today,2021-07-27 21:07:09+00:00
5041,"municipal union leaders bristled at mayor bill de blasio’s announcement that workers must get vaccinated or tested weekly, while city workers had mixed reactions.",n.y.c. union leaders say mayor’s covid mandate took them by surprise,2021-07-27 21:22:31+00:00
5042,"if you and most of the people in your area are vaccinated, things are substantially better than they used to be.",covid is now a crisis for the unvaccinated,2021-07-27 21:58:45+00:00
5043,the era of trying to entice the unvaccinated with free beer and doughnuts seems to be coming to an end.,covid vaccine mandates: is it time?,2021-07-27 22:00:04+00:00
5044,distrust in public-health messaging is also sown when public-health messengers are less than completely trustworthy.,"covid misinformation comes from the top, too",2021-07-27 23:00:08+00:00
5045,it would be a significant shift in approach by president biden that reflects the government’s growing concern about the spread of the highly contagious delta variant.,biden weighs vaccine mandate for federal workers,2021-07-28 00:03:10+00:00
5046,"some of california’s staunchest vaccine resisters are state employees and health care workers, all of whom will be required to get vaccinated or undergo testing starting next month.","in california, a mix of support and resistance to new vaccine rules",2021-07-28 00:25:38+00:00
5047,new research shows that all groups are behind in math and reading after disruptions during the pandemic. but it’s the most vulnerable students who experienced the steepest setbacks.,the pandemic hurt these students the most,2021-07-28 04:01:09+00:00
5048,"once a model in fighting the pandemic, the country has been slow to vaccinate its people, even as it is being hit by its worst-ever wave of infections.",want a vaccine reservation in south korea? try waiting 111 hours.,2021-07-28 06:55:57+00:00
5049,probably not. but there are potential challenges with both supply and demand that put the economy at risk.,will the delta variant wreck the recovery?,2021-07-28 07:00:06+00:00
5050,"some see an undue rush by employers to get workplaces back to normal, whether by dropping precautions or imposing new rules.",workers’ anxiety grows as covid variant casts a shadow,2021-07-28 07:00:09+00:00
5051,"when south koreans logged on to a government website this month to book covid-19 vaccine appointments, a pop-up window told them there was “just a bit” of a delay.",south korea’s vaccine campaign stumbles as infections rise.,2021-07-28 08:54:38+00:00
5052,"so far, there have been very few cases in new york city’s summer school session, but some parents want a remote option for the fall.","as delta variant spreads, n.y.c. parents worry about coming school year",2021-07-28 09:00:13+00:00
5053,"“we didn’t even have a heads-up that this was coming out,” one labor leader said. others said members were worried about  side effects.",new vaccine rules for workers? unions voice exasperation.,2021-07-28 09:29:29+00:00
5054,"a selection of recent titles of note; plus, a peek at what our colleagues around the newsroom are reading.","new & noteworthy, from horse girls to an e.r. doctor’s view of covid",2021-07-28 11:38:54+00:00
5055,"meteor showers can light up night skies from dusk to dawn, and if you’re lucky you might be able to catch a glimpse.",watch the southern delta aquariids meteor shower peak in night skies,2021-07-28 14:32:18+00:00
5056,the city is grappling with a new surge in cases and questions. the only shared emotion is uncertainty.,delta variant and rise in cases has new yorkers ‘scared all over again’,2021-07-28 15:32:13+00:00
5057,the tech giant joins other companies that have readjusted their plans as the more contagious delta variant of the coronavirus sweeps through the country.,google mandates vaccines for employees and delays its return to the office to october.,2021-07-28 17:00:27+00:00
5058,some of the athletes said that coronavirus restrictions prevented them from going outside. now they can get 15 minutes in front of an open window.,quarantined dutch athletes allowed 15 minutes of fresh air after protest.,2021-07-28 19:21:03+00:00
5059,"a downward trend in coronavirus cases that followed the lifting of most social-distancing rules is raising hopes that the worst is over, although the cause of the drop is not yet completely clear.","after a long lockdown and vaccination campaign, is england on the road to normality?",2021-07-28 19:48:57+00:00
5060,"despite the rising number of delta variant cases, officials said they were not yet ready to follow federal guidance and require masks indoors.","n.y. pushes vaccines with mandates and $100, but stops short of more masking",2021-07-28 20:32:51+00:00
5061,test your knowledge of this week’s health news.,"weekly health quiz: masks, heart health and olympic sports",2021-07-28 20:38:10+00:00
5062,former and current google employees said that h.r. would respond to their workplace complaints by referring them to counseling programs instead of addressing the broader issues.,"‘you’re the problem’: when they spoke up about misconduct, they were offered mental health services",2021-07-28 20:58:13+00:00
5063,the most comprehensive study yet of the federal response to the pandemic shows huge but temporary benefits for the poor — and helps frame a larger debate over the role of government.,pandemic aid programs spur a record drop in poverty,2021-07-28 21:26:57+00:00
5064,delta delays the office return.,coronavirus briefing: what happened today,2021-07-28 21:39:21+00:00
5065,here’s what you need to know at the end of the day.,"infrastructure, vaccines, simone biles: your wednesday evening briefing",2021-07-28 21:50:58+00:00
5066,the decision comes after state health officials were worried that doses of the company’s coronavirus shots would expire and go to waste.,the f.d.a. extends the johnson & johnson vaccine’s shelf life to six months.,2021-07-29 01:28:12+00:00
5067,australia’s track team briefly went into isolation after some members had come into contact with kendricks.,"the u.s. pole-vaulter sam kendricks tests positive for the coronavirus, resulting in repercussions inside the athletes’ village.",2021-07-29 05:39:24+00:00
5068,"after putting off a purchase to invest in her business, a longtime renter saw an opportunity to buy a place in brooklyn with the amenities she had always wanted. here’s what she found.","during the pandemic, her $600,000 went further. which apartment did she choose?",2021-07-29 09:00:02+00:00
5069,"gross domestic product grew 1.6 percent in the second quarter, the latest gauge of a rebound that could be challenged by the delta variant of the coronavirus.","economy recovers pandemic losses, but faces new test",2021-07-29 09:03:32+00:00
5070,officials in thailand on wednesday began building a covid-19 treatment center on the grounds of an international airport as the country grapples with a prolonged surge in infections.,thailand builds a covid treatment center at an international airport.,2021-07-29 09:55:03+00:00
5071,"continuing to require travelers from france to isolate for up to 10 days, while exempting those from other european countries or the united states, is unfair and unwarranted, a minister says.",french official says britain’s quarantine rules for travelers are discriminatory.,2021-07-29 11:39:44+00:00
5072,"it was not clear whether president rodrigo duterte intended to try to enforce such a rule, which legal experts said would be unconstitutional.",duterte says vaccine refusers in the philippines should be detained at home.,2021-07-29 11:40:31+00:00
